Word|Kimchi Rank|TOPIK POS|TOPIK Definition|TOPIK Level|Yonsei Book
배우1|799|명|俳優|B|1-1.csv
셋|380|수||A|
뉴스|510|명|news|A|1-1.csv
달력|5093|명|-曆|A|1-1.csv
대상|381||||
수업4||명|授業|A|
등산하다|26888||||1-1.csv
초3|382|의|初|B|2-1.csv
층2|398|명|層|A|1-1.csv
안녕히|1984|부|安寧-|A|1-1.csv
자꾸1|383|부||B|2-1.csv
식사3|778|명|食事|A|
지하도|34042|명|地下道|B|1-1.csv
시장3|384|명|市長|C|1-1.csv
안다1|1300|동||A|
여기요|||||1-1.csv
엄청나다|385|형||C|
잊다1|441|동||A|2-1.csv
한복||명|韓服|A|1-1.csv
월2|386|의|月|A|1-1.csv
반11||명|班|A|
호텔|644|명|hotel|A|1-1.csv
북한|387|고|北韓|B|
텔레비전|2807|명|television|A|1-1.csv
상품권|6245||||1-1.csv
알리다|388|동||B|3-1.csv
씻다|880|동||A|2-1.csv
죄송합니다|||||1-1.csv
아무것|389|명||B|
편지2|10533|명|便紙|A|
근처|580|명|近處|A|1-1.csv
직원3|391|명|職員|B|
센티미터|7652|의|centimeter|A|
코미디|6129|명|comedy|C|1-1.csv
올라오다|392|동||B|
팔1|4404|명|신체의 일부|A|1-1.csv
김치1|948|명||A|1-1.csv
풀다|393|동||B|
설명|538|명|說明|A|
일곱||수||A|1-1.csv
발생하다|394|동|發生-|B|
세13||의|歲|A|
얇다|1177|형||B|1-1.csv
서울|395|고||A|1-1.csv
티브이|27322|명|TV|A|
맛없다|4775|형||A|1-1.csv
당연히1|396|부|當然-|B|3-1.csv
봄1|4745|명||A|1-1.csv
다섯|651|수||A|1-1.csv
여성1|397|명|女性|B|
낮다|1067|형||A|2-1.csv
국가1|516|명|國家|B|1-1.csv
방식1|400|명|方式|C|3-1.csv
어깨1|609|명||A|2-1.csv
좁다1|1367|형||B|1-1.csv
관계5|401|명|關係|B|
부부3|1409|명|夫婦|A|2-1.csv
점심|1156|명|點心|A|1-1.csv
멋있다|403|형||B|2-1.csv
오래2|19440|부||A|
치다1|956|동|폭풍우가 ~|C|1-1.csv
챙기다|404|동||B|3-1.csv
공1|1071|명|축구~|A|
학생증|21481|명|學生證|B|1-1.csv
꺼내다|405|동||B|2-1.csv
오월1||명|五月|A|
필통|12618|명|筆筒|B|1-1.csv
예정2|406|명|豫定|B|3-1.csv
쉬다3|694|동|편안히 ~|A|1-1.csv
편의점|1354|명|便宜店|C|1-1.csv
알려지다|407|동||B|3-1.csv
과10||명|課|A|
어떻게|||||1-1.csv
결과2|408|명|結果|B|2-1.csv
오빠|58664|명||A|1-1.csv
두껍다|1746|형||B|1-1.csv
듯하다|409|보||C|
즐겁다|499|형||A|2-1.csv
천천히|504|부||A|1-1.csv
본인|410|명|本人|C|
사월2||명|四月|A|
고속버스|14958|명|高速bus|B|1-1.csv
이어지다|411|동||C|
싸우다||동||A|2-1.csv
저기1||대||A|1-1.csv
멤버|412||||
나중1|9237|명||A|
약속|738|명|約束|A|1-1.csv
완전히|415|부|完全-|B|
며칠|2975|명||A|1-1.csv
남동생|6068|명|男-|A|1-1.csv
전체1|416|명|全體|B|
작년|957|명|昨年|A|1-1.csv
송이1|9634|명|꽃 한 ~|B|1-1.csv
스스로|417|부||B|
쓰레기|11855|명||A|2-1.csv
제|16566||||1-1.csv
도착하다1|419|동|到着-|A|1-1.csv
고기1|70869|명||A|2-1.csv
배가|40084||||1-1.csv
검찰|420||||
가져오다|463|동||A|3-1.csv
택시|1235|명|taxi|A|1-1.csv
인사1|421|명|人士|A|
남녀|2675|명|男女|A|
고향에|||||1-1.csv
여전히|423|부|如前-|C|
구월2||명|九月|A|
여동생|3300|명|女同生|A|1-1.csv
당장2|424|명|當場|B|
맑다1|2442|형||A|1-1.csv
짬뽕|4818||||1-1.csv
식4|425|의|式|B|
유월1|22526|명|六月|A|
날마다|||||1-1.csv
인간1|426|명|人間|B|
허리1|1158|명||A|2-1.csv
가십시오|||||1-1.csv
편하다|427|형|便-|B|
새3||명|날짐승|A|
극장|3256|명|劇場|A|1-1.csv
요3|428|관|~ 근방|C|
대답하다|493|동|對答-|A|2-1.csv
영화표|||||1-1.csv
컬러1|429|명|color|C|
벗다|986|동||A|2-1.csv
십만|||||1-1.csv
관련|430|명|關聯|B|
돕다|854|동||A|1-1.csv
오세요|||||1-1.csv
방금1|431|부|方今|B|2-1.csv
사장15|58333|명|社長|A|
닫다2|907|동||A|1-1.csv
고|433||||
삼월||명|三月|A|
양말1|4370|명|洋襪|A|1-1.csv
제발1|434|부||B|
키1|676|명|신장|A|
끊다|711|동||B|1-1.csv
형님|435|명|兄-|B|
결혼하다|870|동|結婚-|A|
백5|1206|관|百|A|1-1.csv
촬영|436|명|撮影|B|
누나1|5954|명||A|1-1.csv
여보세요||감||A|1-1.csv
왜냐하면|439|부||A|2-1.csv
계시다|474|동||A|1-1.csv
전화하다2|1040|동|電話-|A|1-1.csv
방송1|444|명|放送|B|
그2||감||A|
잡지|34893|명|雜誌|A|1-1.csv
신음|445||||
뜨겁다|596|형||A|2-1.csv
초밥|4835|명|醋-|B|1-1.csv
녀석|446|의||B|
낮|629|명||A|2-1.csv
코엑스|||||1-1.csv
회장7|447|명|會長|B|3-1.csv
일찍|900|부||A|1-1.csv
늦게|||||1-1.csv
조13|448|의|條|C|
오전2|87969|명|午前|A|1-1.csv
구두1||명||A|1-1.csv
점점1|449|부|漸漸|B|2-1.csv
가게|897|명||A|1-1.csv
종업원|6080|명|從業員|B|1-1.csv
바닥1|451|명||B|
인사2||명|人事|A|
민박|15298||||1-1.csv
거리1|452|명|길~|A|2-1.csv
소금1|1321|명||A|2-1.csv
우체국|8278|명|郵遞局|A|1-1.csv
넘어가다1|453|동||B|
그래3||불|그리하여|A|
고르다1|2765|동|뽑다|B|1-1.csv
전국3|454|명|全國|B|3-1.csv
목1|674|명||A|
크리스마스|1282|명|Christmas|A|1-1.csv
총3|456|명|銃|C|
한글1|3264|명||A|
요가|10719||||1-1.csv
아무리|457|부||B|2-1.csv
매일|5383|부|每日|A|
문구점|12557||||1-1.csv
검사2|458|명|檢事|C|
손가락|805|명||A|
모레|2030|명||B|1-1.csv
국내2|459|명|國內|B|2-1.csv
급4|1332|명|級|A|
펜션|6443||||1-1.csv
잘못|460|명||B|
동물|668|명|動物|A|2-1.csv
김밥|2225|명||A|1-1.csv
넘다1|462|동||B|
의사12||명|醫師|A|
따뜻하다|577|형||A|1-1.csv
예전1|464|명||B|
건강하다2|922|형|健康-|A|2-1.csv
스키|5661|명|ski|A|1-1.csv
행동|465|명|行動|B|
밝다|509|형||A|2-1.csv
예매하다1|13882|동|豫買-|B|1-1.csv
꽤1|466|부||B|3-1.csv
장소5|618|명|場所|A|1-1.csv
-쯤|||||1-1.csv
만하다|471|보||C|
적다1|540|동|답을 ~|A|1-1.csv
지하철|1574|명|地下鐵|A|1-1.csv
저렇다|473|형||B|2-1.csv
코1|953|명||A|2-1.csv
꽃다발|7532||||1-1.csv
기업1|475|명|企業|C|
고등학교|1329|명|高等學校|A|2-1.csv
전화번호|3111|명|電話番號|A|1-1.csv
차량1|476|명|車輛|C|
별1|2366|명||A|
이게|||||1-1.csv
새벽1|479|명||B|
복잡하다|1068|형|複雜-|A|1-1.csv
켤레|13530||||1-1.csv
인기1|480|명|人氣|B|
색3|1484|명|色|A|
하나(한)|||||1-1.csv
솔직히|481|부|率直-|B|3-1.csv
말씀하다|488|동||A|
잠깐만요|||||1-1.csv
특파원|482||||
소개하다1|581|동|紹介-|A|
지갑3|2270|명|紙匣|A|1-1.csv
영향4|483|명|影響|C|
칠월||명|七月|A|
구경하다|3872|동||B|1-1.csv
능력2|484|명|能力|B|
십이월||명|十二月|A|
목요일|6041|명|木曜日|A|1-1.csv
의견1|485|명|意見|B|
컵|1521|명|cup|A|
그래요|||||1-1.csv
공간5|487|명|空間|B|3-1.csv
종이1|2423|명||A|
십|3579|수|十|A|1-1.csv
위험하다|490|형|危險-|A|
재미1|965|명||A|
쌀쌀하다|4361||||1-1.csv
상당히|491|부|相當-|C|
떡1|1767|명||A|2-1.csv
액션영화|||||1-1.csv
숨소리|494||||
끝내다|1535|동||A|2-1.csv
재미없다|2617|형||A|1-1.csv
작가1|495|명|作家|B|
대답|2017|명|對答|A|
탁구|9376|명|卓球|C|1-1.csv
찾아오다|496|동||B|
일주일|61048|명|一週日|A|
요리사|4761|명|料理師|C|1-1.csv
감정6|497|명|感情|B|
춤1|3845|명||A|1-1.csv
예약하다|3029|동|豫約-|C|1-1.csv
신경4|498|명|神經|C|
깨끗하다|1037|형||A|1-1.csv
덥다1|1201|형||A|1-1.csv
계속하다3|500|동|繼續-|B|
스트레스|1223|명|stress|A|2-1.csv
갈아타다|6808|동||B|1-1.csv
단계3|501|명|段階|C|
과일1|2275|명||A|1-1.csv
계절1|3010|명|季節|A|1-1.csv
평소|502|명|平素|B|
눈4||명|~이 내리다|A|
이걸|1109||||1-1.csv
중심1|505|명|中心|B|
시월1|36783|명|十月|A|
눈싸움|16312||||1-1.csv
과연1|506|부|果然|C|
팔월||명|八月|A|
대학교|2251|명|大學校|A|1-1.csv
차례1|508|명|次例|B|
호14|737|의|號|A|
비가|85359||||1-1.csv
혐의|511||||
라디오|2392|명|radio|A|
화장품|2465|명|化粧品|B|1-1.csv
대단하다|512|형||B|3-1.csv
남쪽|2356|명|南-|A|
맥주|1075|명|麥酒|A|1-1.csv
작업1|513|명|作業|C|
색깔|673|명|色-|A|2-1.csv
떡국|7113|명||C|1-1.csv
반응|514|명|反應|C|
유명하다1|1081|형|有名-|A|2-1.csv
번호2|1285|명|番號|A|1-1.csv
마치3|515|부||B|
외국인|2308|명|外國人|A|3-1.csv
꽃집|15759||||1-1.csv
마을1|518|명||B|
부인1|1295|명|夫人|A|2-1.csv
드라마|742|명|drama|B|1-1.csv
대체2|519|부|大體|C|
뛰다2||동|빨리 나아가다|A|
크리스마스트리|15773||||1-1.csv
마찬가지|520|명||B|
우산1|3639|명|雨傘|A|1-1.csv
은행원|17524||||1-1.csv
국회|521|명|國會|C|
춥다|905|형||A|1-1.csv
테니스|5720|명|tennis|A|1-1.csv
전쟁|522|명|戰爭|B|2-1.csv
둘째|1694|수||A|
선글라스|3857||||1-1.csv
진행하다|524|동|進行-|B|
무겁다|654|형||A|1-1.csv
선선하다|6974||||1-1.csv
확실히|526|부|確實-|B|3-1.csv
침대2|890|명|寢臺|A|
인사드리다|||||1-1.csv
지나가다|527|동||B|
시계1|1600|명|時計|A|1-1.csv
생신2|15147|명|生辰|B|1-1.csv
놈1|528|의||C|
잎1|3858|명||A|
시끄럽다|1416|형||B|1-1.csv
어울리다|530|동||B|2-1.csv
스포츠|1741|명|sports|A|
넥타이|6825|명|necktie|A|1-1.csv
아쉽다|531|형||C|
교회2|762|명|敎會|A|
과자2|2804|명|菓子|A|1-1.csv
기억하다2|532|동|記憶-|B|2-1.csv
화6|1346|명|~를 내다|A|2-1.csv
한가하다2|7078|형|閑暇-|C|1-1.csv
차이|535|명|差異|B|
일월1||명|一月|A|
운동하다|2280|동|運動-|A|1-1.csv
비싸다|536|형||A|1-1.csv
첫째|1995|수||A|
감사합니다|||||1-1.csv
형사2|537|명|刑事|C|
도서관|2021|명|圖書館|A|1-1.csv
문자메시지|||||1-1.csv
효과1|539|명|效果|B|
선물3|611|명|膳物|A|1-1.csv
수영장|2368|명|水泳場|A|1-1.csv
한숨2|541|명|~을 쉬다|B|
아주머니|2389|명||A|
건너다|7707|동||B|1-1.csv
감독2|542|명|監督|C|
위험|1028|명|危險|A|
타다1|718|동|장작이 ~|C|1-1.csv
깊다|543|형||B|
사무실|1667|명|事務室|A|1-1.csv
삼성역|||||1-1.csv
역할|545|명|役割|B|3-1.csv
이월1|68728|명|二月|A|
통화3|1194|명|通貨|C|1-1.csv
과거2|546|명|科擧|C|2-1.csv
일요일|3173|명|日曜日|A|1-1.csv
정류장|5842|명|停留場|A|1-1.csv
파이팅|547||||3-1.csv
쓰다2||동|모자를 ~|A|
티셔츠|2402|명|T-shirts|B|1-1.csv
의혹|548||||
시원하다|765|형||A|
간호사|2374|명|看護師|A|1-1.csv
빛|549|명||B|
뛰다1|724|동|심장이 ~|A|2-1.csv
전화드리다|||||1-1.csv
덕분|550|명|德分|B|3-1.csv
다녀오다|729|동||A|2-1.csv
역6|2204|명|役|C|1-1.csv
활동2|551|명|活動|B|
비디오|2348|명|video|A|
바지1|15943|명||A|1-1.csv
법1|552|명|法|B|
이쪽2|75861|대||A|1-1.csv
건너편|4786|명|-便|B|1-1.csv
신기하다1|553|형|神奇-|C|2-1.csv
연습3|740|명|練習|A|
하와이|5231||||1-1.csv
걱정하다|554|동||A|
화장실|660|명|化粧室|A|1-1.csv
칠1|21932|수|七|A|1-1.csv
표현|556|명|表現|B|
주말2|1233|명|週末|A|1-1.csv
운동장|3021|명|運動場|A|1-1.csv
수업3|557|명|修業|C|1-1.csv
대학생|2609|명|大學生|A|
벌2|7805|의|옷 한 ~|C|1-1.csv
프로그램|558|명|program|B|
걸어가다|1166|동||A|
월요일|3478|명|月曜日|A|1-1.csv
동시2|559|명|同時|B|
백화점|2741|명|百貨店|A|1-1.csv
와이셔츠|17253|명|white shirts|C|1-1.csv
피해자|560|명|被害者|C|
병5||명|甁|A|
중국말|||||1-1.csv
살펴보다|561|동||B|
고양이|1076|명||A|
기차1|4498|명|汽車|A|1-1.csv
가까이|563|부||B|2-1.csv
중학교|1608|명|中學校|A|2-1.csv
외할머니|6531|명|外-|B|1-1.csv
캐릭터|565|명|character|C|
흰색|2101|명|-色|A|2-1.csv
액세서리|5686|명|accessory|B|1-1.csv
포인트|566|명|point|C|
약7||명|藥|A|
한강공원|||||1-1.csv
경험|569|명|經驗|B|2-1.csv
우유2|1534|명|牛乳|A|
싸다1|928|동|보자기에 ~|B|1-1.csv
발표하다|570|동|發表-|B|2-1.csv
표4||명|票|A|
설날|7182|명||B|1-1.csv
기준3|571|명|基準|B|
십일월||명|十一月|A|
그쪽|866|대||A|1-1.csv
양5|572|명|羊|C|3-1.csv
졸업하다|3012|동|卒業-|A|2-1.csv
약속을하다|||||1-1.csv
정확하다1|573|형|正確-|B|
부엌|2731|명||A|2-1.csv
지난주|1884|명|-週|A|1-1.csv
기술1|575|명|技術|B|3-1.csv
북쪽|2558|명|北-|A|
스노보드|19211||||1-1.csv
방향1|576|명|方向|B|
쇠고기|62122|명||A|
일본말|||||1-1.csv
내놓다|578|동||B|
주26||명|週|A|
친절하다|1895|형|親切-|A|1-1.csv
부드럽다|579|형||B|
단어|697|명|單語|A|
케냐|16781||||1-1.csv
겪다|582|동||C|
신발|959|명||A|1-1.csv
말씀하시다|||||1-1.csv
맡다1|583|동|담임을 ~|B|
날다1|2324|동||A|
이분1|79914|대||A|1-1.csv
수준|586|명|水準|C|
설탕|1928|명|雪糖|A|2-1.csv
면세점|9579||||1-1.csv
부족하다|587|형|不足-|B|
싸다5||형|집값이 ~|A|
가지고|||||1-1.csv
자식1|588|명|子息|B|
칼1|1199|명|베는 도구|A|
피시방|13374||||1-1.csv
니|589||||
슬프다|1125|형||A|
선물하다|2357|동|膳物-|A|1-1.csv
늘어나다|592|동||B|
경찰관|3177|명|警察官|A|
생선|3767|명|生鮮|A|1-1.csv
던지다|593|동||B|
오랜만|1735|명||A|
카페|840|명|&프cafe|B|1-1.csv
선택하다|594|동|選擇-|B|3-1.csv
아줌마|1217|명||A|
수단1|2569|명|手段|C|1-1.csv
바뀌다|595|동||B|
켜다1|6266|동|성냥을 ~|A|
연필|5208|명|鉛筆|A|1-1.csv
면4|597|명|面. 행정 단위|C|2-1.csv
군인|3760|명|軍人|A|
중이다|||||1-1.csv
조심하다2|598|동|操心-|B|
깎다|2044|동||A|2-1.csv
단풍1|6915|명|丹楓|C|1-1.csv
완벽하다|599|형|完璧-|B|
다리2||명|교량|A|
동물원|3757|명|動物園|B|1-1.csv
박10|600|의|泊|C|
청소6|1397|명|淸掃|A|
괜찮습니다|||||1-1.csv
붙이다|601|동||B|
구름1|7015|명||A|
뭐가|||||1-1.csv
떠오르다|602|동||B|
동쪽|2674|명|東-|A|
노래방|3746|명|-房|B|1-1.csv
러시아|603|고|Russia|A|
요즈음|16163|명||A|
금년|25449|명|今年|B|1-1.csv
행사1|604|명|行事|B|3-1.csv
잃어버리다|1466|동||A|2-1.csv
눈사람|7185||||1-1.csv
회8|605|의|回|C|
라면1|5339|명|&일ramen|A|
민박집|||||1-1.csv
미리1|606|부||B|2-1.csv
싫어하다|776|동||A|
계십시오|||||1-1.csv
발견하다1|607|동|發見-|B|
테이블|1236|명|table|A|
코트3|3389|명|court|C|1-1.csv
충분히|608|부|充分-|B|
한국어|1124|명|韓國語|A|
아홉|2753|수||A|1-1.csv
가져가다|610|동||B|3-1.csv
한자2|84135|명|漢字|A|
안녕하십니까?|||||1-1.csv
당연하다1|614|형|當然-|B|
안경3|1654|명|眼鏡|A|
사과5|800|명|沙果|A|1-1.csv
선택|616|명|選擇|B|2-1.csv
약속하다|1118|동|約束-|A|
콘도|30787||||1-1.csv
및|619|부||B|
취미4|1965|명|趣味|A|
이십||수|二十|A|1-1.csv
연락2|620|명|連絡|C|
야구2|2542|명|野球|A|
주스|3640|명|juice|A|1-1.csv
짓다1|621|동||B|2-1.csv
구경1||명||A|
저분|3999||||1-1.csv
아무튼|622|부||B|
그분|839|대||A|
학생식당|||||1-1.csv
분명히|623|부|分明-|B|
그럼2||감||A|
연락드리다|||||1-1.csv
성공하다|624|동|成功-|B|
지우다1||동|낙서를 ~|A|2-1.csv
세배하다|34013||||1-1.csv
확실하다|626|형|確實-|B|3-1.csv
셋째|3404|수||A|
농구7|3877|명|籠球|B|1-1.csv
장관2|628|명|長官|C|
졸업|3280|명|卒業|A|3-1.csv
뭘1||감||C|1-1.csv
늘다1|630|동||B|2-1.csv
닭|1789|명||A|
옷걸이|9853||||1-1.csv
인터넷|631|명|internet|B|
교과서|3515|명|敎科書|A|1-1.csv
녹차1|7560|명|綠茶|B|1-1.csv
연기5|632|명|延期|C|3-1.csv
돼지|17640|명||A|
슬리퍼|4895||||1-1.csv
표현하다|633|동|表現-|B|3-1.csv
잊어버리다|2166|동||A|2-1.csv
한국|7439|고|韓國|A|1-1.csv
장면4|635|명|場面|C|
식탁|2800|명|食卓|A|2-1.csv
약국2|5215|명|藥局|A|1-1.csv
살리다|636|동||B|
날짜1|2003|명||A|2-1.csv
기차표|22236||||1-1.csv
속도1|637|명|速度|B|2-1.csv
차9||명|茶|A|
벚꽃|4233||||1-1.csv
관련하다|639|동|關聯-|B|
검은색|2338|명|-色|A|
장미5|3589|명|薔薇|A|1-1.csv
예수|642||||
천3||관|千|A|
우동|5020||||1-1.csv
더욱|643|부||C|
서쪽|2410|명|西-|A|
예습|16653|명|豫習|C|1-1.csv
정신12|648|명|精神|B|
경찰서|3452|명|警察署|A|
충전기|4876||||1-1.csv
호응하다|649||||
여학생|2925|명|女學生|A|
열3|6912|수||A|1-1.csv
증거|650|명|證據|C|
냉장고|1594|명|冷藏庫|A|
오토바이|2315||||1-1.csv
잡히다2|652|동|'잡다'의 피동사|B|3-1.csv
감기4|88432|명|感氣|A|2-1.csv
자루|6990||||1-1.csv
아휴|653||||
결혼식|2006|명|結婚式|A|
미술관|7219|명|美術館|B|1-1.csv
변호사|655|명|辯護士|B|
운전2|2939|명|運轉|A|
금요일|3971|명|金曜日|A|1-1.csv
댓글|656||||
목욕|4867|명|沐浴|A|
삼겹살|2536||||1-1.csv
이루어지다|657|동||B|
만6||관|萬|A|
공항버스|42291|명|空港bus|B|1-1.csv
어차피|659||||
걸어오다1|2829|동|집까지 ~|A|
인사하다|1548|동|人事-|A|1-1.csv
거짓말|661|명||B|
소파6|2089|명|sofa|A|2-1.csv
기숙사|3867|명|寄宿舍|A|1-1.csv
지원2|662|명|支援|C|
스무|3675|관||A|
생일축하|||||1-1.csv
지켜보다|665|동||C|
역14||명|驛|A|
외할아버지|10832|명|外-|C|1-1.csv
왕4|666|명|王|B|
열쇠|1617|명||A|
열하나|||||1-1.csv
다행|667|명|多幸|C|
오렌지|3005|명|orange|A|
파티|942|명|party|A|1-1.csv
금방1|669|부|今方|B|2-1.csv
수박1|2513|명|과일|A|
횡단보도|5817|명|橫斷步道|B|1-2.csv
환경2|670|명|環境|B|3-1.csv
돼지고기|3438|명||A|2-1.csv
흐리다1|3209|동|물을 ~|C|1-2.csv
진행되다|671|동|進行-|B|
수건|29773|명|手巾|A|2-1.csv
휴가1|3148|명|休暇|B|1-2.csv
받아들이다|672|동||B|
양복1|5614|명|洋服|A|2-1.csv
휴일|5144|명|休日|A|1-2.csv
주제4|675|명|主題|B|3-1.csv
잠자다|56493|동||A|
어휘|5943||||1-2.csv
주장하다1|677|동|主張-|B|
피아노1|2546|명|piano|A|2-1.csv
휴대전화|||||1-2.csv
설마|678||||
주소1|1770|명|住所|A|
회사원|8373||||1-2.csv
어떡|679||||
달다7||형|맛|A|
아흔|30707|수||A|2-1.csv
존재|680|명|存在|C|
등산|8022|명|登山|A|
매년|1668|부|每年|B|2-1.csv
낫다1|681|동|병이 ~|B|2-1.csv
메뉴|987|명|menu|A|2-1.csv
쓸다2|3665|동|마당을 ~|C|2-1.csv
변화|682|명|變化|B|
외국어|5432|명|外國語|A|
개다1|14560|동|날이 ~|C|2-1.csv
주인공|683|명|主人公|B|3-1.csv
중학생|3091|명|中學生|A|
밀리다1|8472|동|방세가 ~|C|2-1.csv
간단하다2|684|형|簡單-|B|3-1.csv
소풍2|5258|명|逍風|A|
공무원|1640|명|公務員|B|2-1.csv
자료3|685|명|資料|B|3-1.csv
춤추다|1879|동||A|
방석|12306||||2-1.csv
구하다1|686|동|求-|B|3-1.csv
배3||명|열매|A|
쌓다|1084|동||B|2-1.csv
유저|687||||
초대하다2|2910|동|招待-|A|2-1.csv
지나다|830|동||B|2-1.csv
어둡다|688|형||B|2-1.csv
연습하다3|1246|동|練習-|A|2-1.csv
서해|15556||||2-1.csv
참다|690|동||B|
발음1|2282|명|發音|A|
한라산|7272|고|漢拏山|B|2-1.csv
실제2|691|명|實際|B|
콜라|3149|명|cola|A|
강아지|11453|명||B|2-1.csv
나서다|692|동||B|
남학생|4450|명|男學生|A|
등록금|8752|명|登錄金|B|2-1.csv
교육|693|명|敎育|B|3-1.csv
대사관|6446|명|大使館|A|
여성복|30876||||2-1.csv
진심1|695|명|眞心|C|3-1.csv
배고프다|1116|형||A|
기념품|6517|명|記念品|C|2-1.csv
젊다|696|형||B|
오래간만|9399|명||A|
통화하다|3053||||2-1.csv
로봇|699|명|robot|C|
점심시간|4156|명|點心時間|A|
세다2|4970|동|돈을 ~|C|2-1.csv
특별하다|700|형|特別-|B|
휴지2|32888|명|休紙|A|2-1.csv
점수6|1079|명|點數|B|2-1.csv
쭉|702|부||C|
넷째|7590|수||A|
뵙다|1414|동||B|2-1.csv
가치6|704|명|價値|C|
햄버거|2500|명|hamburger|A|
원피스|4590|명|one-piece|B|2-1.csv
결정1|705|명|決定|B|
감사8|1426|명|感謝|A|
조깅하다|26334||||2-1.csv
없어지다|706|동||B|
비누|5139|명||A|2-1.csv
세상1|78600|명|世上|B|2-1.csv
목표|708|명|目標|B|
세수4|77320|명|洗手|A|
다치다1|1951|동||B|2-1.csv
기록2|709|명|記錄|C|
찌개1|17352|명||A|
참외1|10336|명|식물|C|2-1.csv
담다1|710|동|넣다|B|
계란|3421|명|鷄卵|A|
비옷|22511||||2-1.csv
사업4|712|명|事業|B|
넷1|1868|수||A|
접시|2234|명||B|2-1.csv
규모|713|명|規模|C|
에어컨|2710|명|air conditioner|A|
정리하다|757|동|整理-|B|2-1.csv
즉1|714|부|卽|B|
초대6||명|招待|A|
하늘색|7996||||2-1.csv
돌다|715|동||B|
사전22||명|辭典|A|
회색1|3595|명|灰色|B|2-1.csv
스타일|716|명|style|B|
실례1|4165|명|失禮|A|
소화6|4368|명|消化|C|2-1.csv
채우다3|717|동|자리를 ~|B|3-1.csv
고등학생|3204|명|高等學生|A|
사귀다|2078|동||C|2-1.csv
해결하다|719|동|解決-|B|3-1.csv
닭고기|6406|명||A|2-1.csv
치료비|9244||||2-1.csv
시스템|720|명|system|C|
숟가락|2531|명||A|
최고2|1601|명|最高|B|2-1.csv
멀리1|721|부||B|2-1.csv
일5||수|一|A|
부탁|1240|명|付託|B|2-1.csv
흥미롭다|722|형|興味-|C|
질문하다|2719|동|質問-|A|2-1.csv
취소1|3222|명|取消|B|2-1.csv
대회2|723|명|大會|B|2-1.csv
치약|7032|명|齒藥|A|2-1.csv
인출기|33216||||2-1.csv
만약|725|명|萬若|B|
노트2|2448|명|note|A|
송별회|25841||||2-1.csv
불편하다1|726|형|不便-|B|2-1.csv
노란색|2208|명|-色|A|
소화제|17256||||2-1.csv
기대하다|727|동|期待-|B|
칫솔|6867|명|齒-|A|2-1.csv
계약하다|4868||||2-1.csv
자연스럽다|728|형|自然-|B|3-1.csv
포도6|7394|명|葡萄|A|2-1.csv
배달시키다|||||2-1.csv
발견되다|730|동|發見-|B|
공중전화|11052|명|公衆電話|A|
버튼|1451|명|button|B|2-1.csv
트럼프|731||||
배부르다|4495|형||A|
해산물|4571||||2-1.csv
찾아보다|732|동||B|
샤워|3683|명|shower|A|
늘|54898|부||B|2-1.csv
우주2|733|명|宇宙|C|
세탁기|4338|명|洗濯機|A|2-1.csv
택배|2381||||2-1.csv
함께하다|734|동||C|
도착1|2387|명|到着|A|
찌다1|5903|동|살이 ~|B|2-1.csv
상대4|735|명|相對|B|
쇼핑|2605|명|shopping|A|
순서|2255|명|順序|B|2-1.csv
공격2|739|명|攻擊|C|
짜다3||형|음식이 ~|A|
항공권|10769||||2-1.csv
도대체|741|부|都大體|C|
초등학교|822|명|初等學校|A|2-1.csv
마르다1|11402|동||B|2-1.csv
시선3|743|명|視線|C|
공휴일|9877|명|公休日|A|2-1.csv
나흘|4276|명||B|2-1.csv
인하다1|744|동|因-|C|
마흔|20991|수||A|2-1.csv
큰어머니|27114|명||C|2-1.csv
각1|745|관|各|B|
빨간색|1963|명|-色|A|
주머니|25499|명||B|2-1.csv
그저|746|부||C|
이9||수|二|A|
휴학|13497||||2-1.csv
서비스|747|명|service|B|2-1.csv
스물|15877|수||A|
미세|71052||||2-1.csv
참여하다|750|동|參與-|C|
청바지|4852|명|靑-|A|2-1.csv
연세2|8629|명|年歲|B|2-1.csv
주장3|751|명|主張|C|
핸드폰|950|명|hand phone|A|
졸리다1|4430|동|자고 싶다|C|2-1.csv
즐기다1|753|동||B|2-1.csv
휴지통|14979|명|休紙桶|A|
새1|3781|명|사이|C|2-1.csv
상처2|754|명|傷處|B|2-1.csv
지우개|5590|명||A|
배낭여행|26403||||2-1.csv
논란|755||||
일본어|2878|명|日本語|A|
선크림|||||2-1.csv
일으키다|756|동||B|
갈비1|5074|명||A|
대다1|9070|동|귀에 ~|C|2-1.csv
강하다2|758|형|强-|B|2-1.csv
서른|20474|수||A|2-1.csv
동네|1756|명|洞-|B|2-1.csv
개인적|759|명|個人的|B|3-1.csv
파란색|2198|명|-色|A|
계획표|14354||||2-1.csv
기능1|760|명|技能|C|3-1.csv
여든|33268|수||A|2-1.csv
반지2|22180|명|半指|B|2-1.csv
끌다|761|동||B|
일흔|24629|수||A|2-1.csv
붓다1|2323|동|얼굴이 ~|C|2-1.csv
반드시|763|부||B|
아이스크림|1242|명|ice-cream|A|
특급2|9590|명|特級|C|2-1.csv
고생하다|766|동|苦生-|B|3-1.csv
요리하다2|3606|동|料理-|A|
막히다|795|동||B|2-1.csv
죽음1|767|명||B|
다섯째|15535|수||A|
후추|3893||||2-1.csv
노력하다1|769|동|努力-|B|3-1.csv
