word,source_book
항공권,2-1.csv
마르다,2-1.csv
나흘,2-1.csv
큰어머니,2-1.csv
주머니,2-1.csv
휴학,2-1.csv
미세,2-1.csv
연세,2-1.csv
첫,2-1.csv
졸리다,2-1.csv
새,2-1.csv
어둡다,2-1.csv
배낭여행,2-1.csv
선크림,2-1.csv
대다,2-1.csv
속,2-1.csv
동네,2-1.csv
모양,2-1.csv
계획표,2-1.csv
반지,2-1.csv
붓다1,2-1.csv
특급,2-1.csv
막히다,2-1.csv
후추,2-1.csv
사흘,2-1.csv
면,2-1.csv
마치다,2-1.csv
착하다,2-1.csv
빨갛다,2-1.csv
경영학,2-1.csv
무척,2-1.csv
고장,2-1.csv
-일,2-1.csv
멋있다,2-1.csv
이상,2-1.csv
똑똑하다,2-1.csv
낫다2,2-1.csv
삶다,2-1.csv
유명하다,2-1.csv
거의,2-1.csv
길이,2-1.csv
신기하다,2-1.csv
비밀번호,2-1.csv
남성복,2-1.csv
초등학교,2-1.csv
꺼내다,2-1.csv
컴퓨터공학,2-1.csv
올리다,2-1.csv
봉투,2-1.csv
목걸이,2-1.csv
생수,2-1.csv
전공하다,2-1.csv
계좌,2-1.csv
인사동,2-1.csv
유행이다,2-1.csv
어깨,2-1.csv
할인,2-1.csv
이삿짐,2-1.csv
섬,2-1.csv
바르다,2-1.csv
사용하다,2-1.csv
법학,2-1.csv
초대하다,2-1.csv
사고,2-1.csv
광화문,2-1.csv
항공편,2-1.csv
무료,2-1.csv
다림질하다,2-1.csv
변비약,2-1.csv
미리,2-1.csv
체크카드,2-1.csv
연습하다,2-1.csv
빌려주다,2-1.csv
통장,2-1.csv
의학,2-1.csv
유학,2-1.csv
서비스,2-1.csv
키우다,2-1.csv
핸드백,2-1.csv
프라이팬,2-1.csv
배낭,2-1.csv
습하다,2-1.csv
우표,2-1.csv
오랜만이다,2-1.csv
방법,2-1.csv
잊다,2-1.csv
여러분,2-1.csv
-박,2-1.csv
낫다1,2-1.csv
시골,2-1.csv
방금,2-1.csv
시설,2-1.csv
다지다,2-1.csv
질문하다,2-1.csv
물고기,2-1.csv
종일,2-1.csv
자동,2-1.csv
상품,2-1.csv
밝다,2-1.csv
행복하다,2-1.csv
조카,2-1.csv
기름,2-1.csv
주방용품,2-1.csv
외삼촌,2-1.csv
속도,2-1.csv
모이다,2-1.csv
그치다,2-1.csv
음료,2-1.csv
신문사,2-1.csv
세계,2-1.csv
두다,2-1.csv
실내,2-1.csv
퇴근하다,2-1.csv
유턴,2-1.csv
현관,2-1.csv
비슷하다,2-1.csv
배추,2-1.csv
앨범,2-1.csv
떠들다,2-1.csv
코,2-1.csv
잃어버리다,2-1.csv
설탕,2-1.csv
스포츠용품,2-1.csv
분홍색,2-1.csv
채소,2-1.csv
깨다,2-1.csv
-세,2-1.csv
연기하다,2-1.csv
계속,2-1.csv
무게,2-1.csv
출판사,2-1.csv
단순하다,2-1.csv
너희,2-1.csv
노랗다,2-1.csv
매달,2-1.csv
연초,2-1.csv
해변,2-1.csv
입학하다,2-1.csv
저희,2-1.csv
걸레질하다,2-1.csv
잡채,2-1.csv
을지로입구역,2-1.csv
생기다,2-1.csv
바로,2-1.csv
날씬하다,2-1.csv
닭고기,2-1.csv
왕복,2-1.csv
유치원,2-1.csv
아,2-1.csv
거리,2-1.csv
빌딩,2-1.csv
목이,2-1.csv
양복,2-1.csv
감기,2-1.csv
동호회,2-1.csv
일흔,2-1.csv
까맣다,2-1.csv
직진,2-1.csv
결석하다,2-1.csv
디자인,2-1.csv
지각하다,2-1.csv
스크린도어,2-1.csv
예약석,2-1.csv
공휴일,2-1.csv
벌써,2-1.csv
